TIMESTAMP,1,2,3,4,5,6,7,8,9,10
2012-01-01 01:00:00,0.0,0.5962726873255899,0.425465090094022,0.378229363579079,0.273678156788038,0.268101298731993,0.0,0.0,0.0,0.594360845911834
2012-01-01 02:00:00,0.0548791196734229,0.41118016089321097,0.363850865970577,0.0630119722747321,0.0867959455087883,0.0345422531050212,0.0147081374652875,0.014953951509362,0.0,0.5696789868089941
2012-01-01 03:00:00,0.110233998070724,0.167242796345615,0.29712868549918103,0.0367044738500316,0.00681140145932929,0.020621358764373002,0.0350977837217199,0.0717848695842388,0.0,0.330538724477125
2012-01-01 04:00:00,0.165116055637106,0.0373261661981498,0.235437947734437,0.0343415248897291,0.01864598684447,0.0018671488164876398,0.0450547107821011,0.0667964556496089,0.0,0.21130835363827102
2012-01-01 05:00:00,0.15694013418584102,0.0512063381443063,0.12090356875395199,0.0335538752362949,0.0348118327881815,0.0151735384833552,0.0501595081126322,0.0347974069985965,0.0,0.172139682435007
2012-01-01 06:00:00,0.16878112550668803,0.042144441145384,0.0719525757499814,0.00945179584120983,0.0219168973077891,0.0129045981493955,0.0524919809705251,0.0232350338100729,0.0,0.151354466254734
2012-01-01 07:00:00,0.11474485386142301,0.210377417791448,0.0906874682500013,0.00519848771266541,0.0182326300276769,0.0223112466172699,0.0399353066372558,0.0233529062286114,0.0,0.16009308534644198
2012-01-01 08:00:00,0.0854243022705468,0.4559149858637971,0.0735108910494236,0.008664146187775671,0.00964199705258618,0.0149253731343284,0.0414593196873843,0.00081370765556511,0.0,0.0860458473545632
2012-01-01 09:00:00,0.15318109067497798,0.531133134216833,0.0357003643398786,0.00803402646502836,0.00553538693792458,0.0964654163860035,0.16654121136516198,0.141866452206287,0.0,0.0595432167374717
2012-01-01 10:00:00,0.139272624528741,0.40334715441018204,0.10573723134313401,0.0148078134845621,0.017217210021206998,0.284444759575046,0.18933559409341,0.230076629713693,0.22470603437136602,0.0144342037166989
2012-01-01 11:00:00,0.0838267061741016,0.49415176308263503,0.149791369308794,0.0915248897290486,0.309963696488264,0.462899280320488,0.167779411195224,0.21085289805513602,0.296033079209201,0.0
2012-01-01 12:00:00,0.147824450015415,0.549645909160755,0.13871796908783898,0.0860113421550095,0.725953416483951,0.5948523416173289,0.187571803996085,0.183720554835588,0.212301330921308,0.00920297369362258
